,#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Win Ratio,Has 2 Types
401,402,Clamperl,Water,,low_hp,medium_attack,medium_defense,medium_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,True
402,403,Huntail,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,True
403,404,Gorebyss,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,3,False,high_win_ratio,True
404,405,Relicanth,Water,Rock,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,3,False,medium_win_ratio,False
405,406,Luvdisc,Water,,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,3,False,low_win_ratio,False
406,407,Bagon,Dragon,,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,low_win_ratio,False
407,408,Shelgon,Dragon,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,3,False,high_win_ratio,True
408,409,Salamence,Dragon,Flying,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,high_win_ratio,True
409,410,Mega Salamence,Dragon,Flying,medium_hp,high_attack,high_defense,medium_sp_atk,medium_sp_def,high_speed,3,False,high_win_ratio,True
410,411,Beldum,Steel,Psychic,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,high_win_ratio,False
411,412,Metang,Steel,Psychic,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,3,False,high_win_ratio,False
412,413,Metagross,Steel,Psychic,medium_hp,high_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,high_win_ratio,False
413,414,Mega Metagross,Steel,Psychic,medium_hp,high_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,3,False,high_win_ratio,True
414,415,Regirock,Rock,,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,3,True,high_win_ratio,True
415,416,Regice,Ice,,medium_hp,low_attack,medium_defense,medium_sp_atk,high_sp_def,low_speed,3,True,high_win_ratio,True
416,417,Registeel,Steel,,medium_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,low_speed,3,True,high_win_ratio,True
417,418,Latias,Dragon,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,3,True,high_win_ratio,False
418,419,Mega Latias,Dragon,Psychic,medium_hp,medium_attack,high_defense,high_sp_atk,high_sp_def,medium_speed,3,True,high_win_ratio,False
419,420,Latios,Dragon,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,True,high_win_ratio,False
420,421,Mega Latios,Dragon,Psychic,medium_hp,high_attack,medium_defense,high_sp_atk,high_sp_def,medium_speed,3,True,high_win_ratio,False
421,422,Kyogre,Water,,medium_hp,medium_attack,medium_defense,high_sp_atk,high_sp_def,medium_speed,3,True,low_win_ratio,False
422,423,Primal Kyogre,Water,,medium_hp,high_attack,medium_defense,high_sp_atk,high_sp_def,medium_speed,3,True,low_win_ratio,False
423,424,Groudon,Ground,,medium_hp,high_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,3,True,medium_win_ratio,True
424,425,Primal Groudon,Ground,Fire,medium_hp,high_attack,high_defense,high_sp_atk,medium_sp_def,medium_speed,3,True,medium_win_ratio,False
425,426,Rayquaza,Dragon,Flying,high_hp,high_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,3,True,medium_win_ratio,True
426,427,Mega Rayquaza,Dragon,Flying,high_hp,high_attack,medium_defense,high_sp_atk,medium_sp_def,high_speed,3,True,high_win_ratio,True
427,428,Jirachi,Steel,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,3,True,low_win_ratio,False
428,429,Deoxys Normal Forme,Psychic,,low_hp,high_attack,low_defense,high_sp_atk,low_sp_def,high_speed,3,True,low_win_ratio,False
429,430,DeoxysAttack Forme,Psychic,,low_hp,high_attack,low_defense,high_sp_atk,low_sp_def,high_speed,3,True,medium_win_ratio,True
430,431,Deoxys Defense Forme,Psychic,,low_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,medium_speed,3,True,medium_win_ratio,True
431,432,Deoxys Speed Forme,Psychic,,low_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,3,True,medium_win_ratio,True
432,433,Turtwig,Grass,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,4,False,high_win_ratio,True
433,434,Grotle,Grass,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,4,False,low_win_ratio,False
434,435,Torterra,Grass,Ground,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,True
435,436,Chimchar,Fire,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,4,False,low_win_ratio,False
436,437,Monferno,Fire,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,low_sp_def,medium_speed,4,False,medium_win_ratio,False
437,438,Infernape,Fire,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,False
438,439,Piplup,Water,,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,False
439,440,Prinplup,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,False
440,441,Empoleon,Water,Steel,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,low_win_ratio,True
441,442,Starly,Normal,Flying,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,high_win_ratio,True
442,443,Staravia,Normal,Flying,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,4,False,medium_win_ratio,False
443,444,Staraptor,Normal,Flying,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,False
444,445,Bidoof,Normal,,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,low_win_ratio,True
445,446,Bibarel,Normal,Water,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,True
446,447,Kricketot,Bug,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,low_win_ratio,False
447,448,Kricketune,Bug,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,4,False,low_win_ratio,True
448,449,Shinx,Electric,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,low_win_ratio,True
449,450,Luxio,Electric,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,low_win_ratio,True
450,451,Luxray,Electric,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,True
451,452,Budew,Grass,Poison,low_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,True
452,453,Roserade,Grass,Poison,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,True
453,454,Cranidos,Rock,,medium_hp,high_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,high_win_ratio,False
454,455,Rampardos,Rock,,medium_hp,high_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,4,False,medium_win_ratio,False
455,456,Shieldon,Rock,Steel,low_hp,low_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,False
456,457,Bastiodon,Rock,Steel,medium_hp,low_attack,high_defense,low_sp_atk,high_sp_def,low_speed,4,False,low_win_ratio,False
457,458,Burmy,Bug,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,medium_win_ratio,False
458,459,Wormadam Plant Cloak,Bug,Grass,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,low_win_ratio,False
459,460,Wormadam Sandy Cloak,Bug,Ground,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,4,False,low_win_ratio,True
460,461,Wormadam Trash Cloak,Bug,Steel,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,False
461,462,Mothim,Bug,Flying,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,4,False,medium_win_ratio,True
462,463,Combee,Bug,Flying,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,4,False,medium_win_ratio,True
463,464,Vespiquen,Bug,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,False
464,465,Pachirisu,Electric,,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,False
465,466,Buizel,Water,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,4,False,high_win_ratio,True
466,467,Floatzel,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,low_sp_def,high_speed,4,False,high_win_ratio,False
467,468,Cherubi,Grass,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,medium_win_ratio,False
468,469,Cherrim,Grass,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,False
469,470,Shellos,Water,,medium_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,4,False,low_win_ratio,False
470,471,Gastrodon,Water,Ground,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,True
471,472,Ambipom,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,high_speed,4,False,high_win_ratio,True
472,473,Drifloon,Ghost,Flying,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,4,False,low_win_ratio,True
473,474,Drifblim,Ghost,Flying,high_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,4,False,low_win_ratio,True
474,475,Buneary,Normal,,medium_hp,medium_attack,low_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,False
475,476,Lopunny,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,True
476,477,Mega Lopunny,Normal,Fighting,medium_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,high_speed,4,False,low_win_ratio,False
477,478,Mismagius,Ghost,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,True
478,479,Honchkrow,Dark,Flying,medium_hp,high_attack,medium_defense,medium_sp_atk,low_sp_def,medium_speed,4,False,low_win_ratio,True
479,480,Glameow,Normal,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,4,False,low_win_ratio,True
480,481,Purugly,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,high_speed,4,False,medium_win_ratio,True
481,482,Chingling,Psychic,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,high_win_ratio,True
482,483,Stunky,Poison,Dark,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,4,False,high_win_ratio,True
483,484,Skuntank,Poison,Dark,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,False
484,485,Bronzor,Steel,Psychic,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,False
485,486,Bronzong,Steel,Psychic,medium_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,low_speed,4,False,high_win_ratio,True
486,487,Bonsly,Rock,,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,4,False,high_win_ratio,True
487,488,Mime Jr.,Psychic,Fairy,low_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,low_win_ratio,False
488,489,Happiny,Normal,,medium_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,4,False,low_win_ratio,False
489,490,Chatot,Normal,Flying,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,4,False,medium_win_ratio,True
490,491,Spiritomb,Ghost,Dark,low_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,True
491,492,Gible,Dragon,Ground,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,low_win_ratio,True
492,493,Gabite,Dragon,Ground,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,4,False,medium_win_ratio,True
493,494,Garchomp,Dragon,Ground,high_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,False
494,495,Mega Garchomp,Dragon,Ground,high_hp,high_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,False
495,496,Munchlax,Normal,,high_hp,medium_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,False
496,497,Riolu,Fighting,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,low_win_ratio,True
497,498,Lucario,Fighting,Steel,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,True
498,499,Mega Lucario,Fighting,Steel,medium_hp,high_attack,medium_defense,high_sp_atk,medium_sp_def,high_speed,4,False,medium_win_ratio,True
499,500,Hippopotas,Ground,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,4,False,medium_win_ratio,True
500,501,Hippowdon,Ground,,high_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,True
501,502,Skorupi,Poison,Bug,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,4,False,medium_win_ratio,True
502,503,Drapion,Poison,Dark,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,False
503,504,Croagunk,Poison,Fighting,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,4,False,medium_win_ratio,True
504,505,Toxicroak,Poison,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,False
505,506,Carnivine,Grass,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,False
506,507,Finneon,Water,,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,False
507,508,Lumineon,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,True
508,509,Mantyke,Water,Flying,low_hp,low_attack,low_defense,low_sp_atk,high_sp_def,low_speed,4,False,high_win_ratio,True
509,510,Snover,Grass,Ice,medium_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,False
510,511,Abomasnow,Grass,Ice,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,False
511,512,Mega Abomasnow,Grass,Ice,medium_hp,high_attack,medium_defense,high_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,True
512,513,Weavile,Dark,Ice,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,high_speed,4,False,medium_win_ratio,True
513,514,Magnezone,Electric,Steel,medium_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,high_win_ratio,False
514,515,Lickilicky,Normal,,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,4,False,medium_win_ratio,True
515,516,Rhyperior,Ground,Rock,high_hp,high_attack,high_defense,low_sp_atk,low_sp_def,low_speed,4,False,high_win_ratio,True
516,517,Tangrowth,Grass,,medium_hp,medium_attack,high_defense,medium_sp_atk,low_sp_def,low_speed,4,False,low_win_ratio,True
517,518,Electivire,Electric,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,False
518,519,Magmortar,Fire,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,True
519,520,Togekiss,Fairy,Flying,medium_hp,low_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,4,False,medium_win_ratio,True
520,521,Yanmega,Bug,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,True
521,522,Leafeon,Grass,,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,True
522,523,Glaceon,Ice,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,True
523,524,Gliscor,Ground,Flying,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,True
524,525,Mamoswine,Ice,Ground,high_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,True
525,526,Porygon-Z,Normal,,medium_hp,medium_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,False
526,527,Gallade,Psychic,Fighting,medium_hp,high_attack,medium_defense,low_sp_atk,high_sp_def,medium_speed,4,False,medium_win_ratio,False
527,528,Mega Gallade,Psychic,Fighting,medium_hp,high_attack,medium_defense,low_sp_atk,high_sp_def,medium_speed,4,False,high_win_ratio,False
528,529,Probopass,Rock,Steel,medium_hp,low_attack,high_defense,medium_sp_atk,high_sp_def,low_speed,4,False,high_win_ratio,True
529,530,Dusknoir,Ghost,,low_hp,medium_attack,high_defense,low_sp_atk,high_sp_def,low_speed,4,False,high_win_ratio,True
530,531,Froslass,Ice,Ghost,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,True
531,532,Rotom,Electric,Ghost,low_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,False
532,533,Heat Rotom,Electric,Fire,low_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,True
533,534,Wash Rotom,Electric,Water,low_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,True
534,535,Frost Rotom,Electric,Ice,low_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,False
535,536,Fan Rotom,Electric,Flying,low_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,False
536,537,Mow Rotom,Electric,Grass,low_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,high_win_ratio,False
537,538,Uxie,Psychic,,medium_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,medium_speed,4,True,high_win_ratio,False
538,539,Mesprit,Psychic,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,True,high_win_ratio,False
539,540,Azelf,Psychic,,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,4,True,high_win_ratio,True
540,541,Dialga,Steel,Dragon,medium_hp,medium_attack,high_defense,high_sp_atk,medium_sp_def,medium_speed,4,True,high_win_ratio,False
541,542,Palkia,Water,Dragon,medium_hp,medium_attack,medium_defense,high_sp_atk,high_sp_def,medium_speed,4,True,high_win_ratio,True
542,543,Heatran,Fire,Steel,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,True,medium_win_ratio,False
543,544,Regigigas,Normal,,high_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,True,high_win_ratio,False
544,545,Giratina Altered Forme,Ghost,Dragon,high_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,medium_speed,4,True,low_win_ratio,False
545,546,Giratina Origin Forme,Ghost,Dragon,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,True,medium_win_ratio,True
546,547,Cresselia,Psychic,,high_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,medium_speed,4,False,medium_win_ratio,True
547,548,Phione,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,low_win_ratio,False
548,549,Manaphy,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,False,medium_win_ratio,False
549,550,Darkrai,Dark,,medium_hp,medium_attack,medium_defense,high_sp_atk,medium_sp_def,high_speed,4,True,medium_win_ratio,False
550,551,Shaymin Land Forme,Grass,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,4,True,low_win_ratio,False
551,552,Shaymin Sky Forme,Grass,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,4,True,medium_win_ratio,False
552,553,Arceus,Normal,,high_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,high_speed,4,True,low_win_ratio,False
553,554,Victini,Psychic,Fire,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,medium_win_ratio,False
554,555,Snivy,Grass,,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,False
555,556,Servine,Grass,,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,False
556,557,Serperior,Grass,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,5,False,high_win_ratio,False
557,558,Tepig,Fire,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,medium_win_ratio,False
558,559,Pignite,Fire,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,False
559,560,Emboar,Fire,Fighting,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,False
560,561,Oshawott,Water,,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,False
561,562,Dewott,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
562,563,Samurott,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,False
563,564,Patrat,Normal,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,low_win_ratio,False
564,565,Watchog,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,False
565,566,Lillipup,Normal,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,low_win_ratio,True
566,567,Herdier,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,True
567,568,Stoutland,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
568,569,Purrloin,Dark,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,False
569,570,Liepard,Dark,,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,5,False,high_win_ratio,False
570,571,Pansage,Grass,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,False
571,572,Simisage,Grass,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,False
572,573,Pansear,Fire,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,False
573,574,Simisear,Fire,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,True
574,575,Panpour,Water,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,high_win_ratio,True
575,576,Simipour,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,False
576,577,Munna,Psychic,,medium_hp,low_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
577,578,Musharna,Psychic,,high_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
578,579,Pidove,Normal,Flying,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,medium_win_ratio,True
579,580,Tranquill,Normal,Flying,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,False
580,581,Unfezant,Normal,Flying,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,False
581,582,Blitzle,Electric,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,False
582,583,Zebstrika,Electric,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,5,False,medium_win_ratio,False
583,584,Roggenrola,Rock,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,medium_win_ratio,True
584,585,Boldore,Rock,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,medium_win_ratio,True
585,586,Gigalith,Rock,,medium_hp,high_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,False
586,587,Woobat,Psychic,Flying,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,False
587,588,Swoobat,Psychic,Flying,medium_hp,low_attack,medium_defense,medium_sp_atk,low_sp_def,high_speed,5,False,low_win_ratio,True
588,589,Drilbur,Ground,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,True
589,590,Excadrill,Ground,Steel,high_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
590,591,Audino,Normal,,high_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,True
591,592,Mega Audino,Normal,Fairy,high_hp,low_attack,high_defense,medium_sp_atk,high_sp_def,low_speed,5,False,low_win_ratio,True
592,593,Timburr,Fighting,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
593,594,Gurdurr,Fighting,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,medium_win_ratio,True
594,595,Conkeldurr,Fighting,,high_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,True
595,596,Tympole,Water,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,False
596,597,Palpitoad,Water,Ground,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,5,False,high_win_ratio,False
597,598,Seismitoad,Water,Ground,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,False
598,599,Throh,Fighting,,high_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,True
599,600,Sawk,Fighting,,medium_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,True
600,601,Sewaddle,Bug,Grass,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,True
